Attendance_%,QuizScore_%,StudyHours_PerDay,PerformanceScore
88,38,2,57.29
55,61,8,79.42
40,62,1,45.12
56,54,4,58.64
98,53,8,90.43
46,67,4,59.02
100,45,3,71.53
62,75,3,69.36
85,98,3,83.81
74,52,7,75.68
64,81,1,63.69
60,47,6,64.52
84,96,4,90.2
79,48,4,67.47
96,43,8,85.71
60,36,2,49.13
40,91,6,79.2
95,55,8,94.34
68,45,8,79.68
61,41,2,48.41
61,45,5,59.42
100,38,3,69.86
70,61,4,66.32
91,41,6,76.99
86,42,6,77.11
51,36,2,41.78
53,88,3,70.38
56,92,6,80.68
95,63,6,86.71
69,100,2,77.56
53,48,3,54.28
84,92,5,91.27
94,38,4,69.94
44,86,6,76.37
48,68,4,61.11
76,77,6,82.76
57,56,5,66.62
78,90,4,81.71
85,85,8,99.43
57,72,7,80.25
68,84,8,91.46
92,72,8,97.21
50,58,4,58.6
62,97,7,93.05
84,49,3,63.35
90,47,5,76.07
90,46,1,60.27
70,96,2,73.27
100,35,8,88.48
50,52,8,72.05
45,42,1,36.77
98,85,3,82.63
59,54,5,66.38
45,72,8,76.34
80,38,2,52.36
67,38,4,56.8
98,63,1,69.75
42,69,8,74.5
78,75,4,75.72
43,90,6,76.29
70,66,2,64.85
75,87,5,87.5
98,74,4,87.7
85,87,3,81.85
62,54,8,75.98
46,48,6,60.11
98,83,6,97.32
62,38,4,53.31
57,65,1,51.08
45,68,5,67.2
92,77,8,99.32
86,90,6,92.71
71,85,5,81.07
93,66,4,79.56
79,74,8,92.57
84,70,4,75.83
59,100,4,78.3
66,50,7,73.38
90,61,3,73.47
49,93,2,67.31
59,63,8,80.21
66,76,6,80.64
49,36,8,63.69
41,68,7,72.92
83,98,6,98.18
58,37,3,48.78
62,68,3,65.13
96,91,3,85.83
44,71,2,56.22
76,63,8,87.88
55,62,5,64.76
97,40,4,72.29
74,83,1,67.66
76,37,1,48.95
59,60,1,52.37
54,55,8,77.64
98,45,5,79.76
84,74,2,70.85
52,80,1,58.06
55,68,5,69.61
57,41,5,57.15
45,77,1,50.43
91,47,4,71.06
86,77,5,84.71
54,71,7,75.21
63,35,1,45.6
48,58,8,72.01
43,43,2,44.88
95,77,7,98.49
54,40,6,59.34
94,90,7,103.11
92,59,5,78.9
77,81,2,69.72
83,56,7,82.57
48,47,8,71.31
61,78,6,79.55
44,66,3,53.58
49,67,1,48.82
48,51,4,58.41
72,52,6,72.15
53,47,2,46.75
45,78,2,59.02
63,92,6,86.95
63,65,1,54.78
66,38,8,75.72
89,72,4,78.7
91,96,2,85.19
69,57,6,71.64
79,91,8,98.41
76,59,5,76.67
60,63,2,58.0
74,69,8,87.23
87,93,7,102.44
53,44,8,68.51
86,71,3,76.81
54,98,7,90.63
98,62,7,94.76
46,38,5,50.73
82,65,1,64.53
89,93,3,83.38
69,100,3,81.23
100,78,8,104.16
100,73,2,79.58
67,91,5,86.04
86,82,5,89.96
81,59,5,76.33
76,91,8,100.46
64,61,6,76.23
43,67,8,78.41
66,49,3,60.44
65,55,8,78.83
87,72,3,77.44
40,83,6,74.62
72,86,6,89.58
60,37,4,56.53
40,37,4,46.87
89,63,6,86.91
79,76,1,63.85
46,57,3,54.53
61,45,7,68.67
90,72,7,90.41
54,71,4,64.1
97,51,3,74.17
83,75,1,65.72
57,73,5,73.72
49,96,2,65.76
89,59,4,75.72
69,62,4,70.12
85,36,2,58.46
56,100,7,91.95
43,99,1,63.64
74,72,8,89.58
86,86,3,81.31
55,84,5,75.53
72,69,6,78.55
67,40,4,61.64
87,80,4,80.16
60,56,5,67.45
90,87,8,105.68
78,43,5,71.35
87,100,4,89.35
63,98,3,76.51
98,78,7,98.0
97,40,1,57.61
46,54,3,53.38
58,54,7,72.28
100,39,3,66.7
97,52,7,87.11
99,72,4,86.58
82,79,3,74.88
83,45,6,77.63
64,56,2,54.17
62,41,1,44.92
83,68,4,74.17
84,51,7,84.83
44,75,6,72.27
46,76,1,54.51
52,41,3,48.93
62,56,5,68.92
79,91,1,74.86
46,82,4,68.48
72,42,7,71.98
92,45,1,61.49
55,54,5,61.47
83,56,8,87.64
73,65,5,74.88
94,85,5,89.65
68,59,8,83.41
83,84,6,90.86
88,56,4,71.39
81,90,7,93.91
91,54,8,92.33
88,97,5,91.63
47,41,3,44.95
48,35,3,43.44
79,49,8,80.24
98,36,6,79.77
74,77,7,85.88
96,51,1,60.76
47,99,5,80.99
49,58,4,58.07
64,56,7,76.03
83,95,5,91.83
51,65,7,74.97
56,68,4,63.6
87,87,4,86.23
64,83,8,93.43
71,82,5,84.01
88,73,3,73.93
81,54,7,83.48
54,40,2,46.29
100,50,8,90.7
72,64,7,82.41
84,82,6,87.46
48,91,5,78.28
58,78,2,63.19
67,49,5,64.82
55,66,8,77.74
48,85,8,83.39
59,84,3,69.99
41,39,4,46.03
92,38,1,55.53
90,52,2,62.07
93,57,4,75.2
63,66,8,86.25
80,60,8,85.65
49,54,7,66.3
60,98,2,70.28
86,97,4,88.14
51,94,6,81.95
63,99,6,89.25
74,55,2,58.98
97,48,4,76.3
81,78,2,69.09
69,68,5,76.6
84,49,2,61.79
60,76,3,65.35
72,70,4,74.94
51,60,6,69.03
54,77,8,85.28
48,54,2,50.42
85,84,7,97.2
46,53,3,48.99
98,94,3,86.8
42,42,5,52.52
55,90,7,87.05
70,65,1,56.85
74,63,3,69.5
86,51,7,82.38
84,35,5,67.35
94,81,7,95.75
83,65,6,80.94
73,98,1,74.27
47,79,7,75.93
70,87,2,67.85
65,60,8,79.24
89,58,3,71.0
81,93,1,70.7
70,59,6,73.1
59,66,3,59.04
55,97,5,81.37
42,48,4,54.53
78,81,5,86.07
60,99,4,77.39
80,46,3,60.12
71,63,8,88.33
69,95,3,75.37
73,85,3,77.54
45,85,3,64.16
58,63,6,74.24
80,99,2,82.54
84,67,6,86.63
72,100,8,99.6
74,37,2,52.71
62,74,6,79.96
75,59,7,83.74
65,55,3,62.34
92,94,8,106.64
80,78,2,69.99
71,59,3,65.67
43,44,4,48.43
63,86,1,65.87
97,49,2,66.46
74,64,7,82.87
94,45,6,79.78
80,61,1,61.81
96,59,2,70.61
84,98,7,100.09
99,84,8,108.11
87,100,2,82.03
59,99,6,86.96
55,60,4,63.54
76,75,1,62.54
42,51,4,51.55
73,87,4,77.61
56,76,4,66.34
83,92,3,81.43
56,94,5,82.35
71,82,6,87.31
87,68,5,81.51
56,58,6,71.29
78,99,1,74.28
41,35,3,44.49
87,63,5,81.78
58,48,8,76.26
87,51,4,69.47
59,56,6,72.32
57,68,5,71.67
50,63,6,66.99
47,55,3,50.47
71,58,3,62.79
47,84,8,86.26
91,78,7,95.62
87,85,2,76.06
63,89,7,86.08
51,77,3,63.4
86,92,2,79.27
74,83,8,94.01
67,51,5,69.38
78,94,4,86.33
77,73,7,87.9
89,47,3,68.53
85,62,6,82.93
89,74,8,98.16
42,92,6,77.79
52,71,5,68.82
100,88,4,91.93
99,96,3,87.92
77,99,7,99.31
44,75,4,65.14
49,71,2,55.35
77,50,6,72.97
51,81,3,62.47
69,84,1,63.61
84,59,4,70.9
48,35,6,56.07
67,40,2,51.93
71,76,2,68.1
57,74,3,65.84
55,97,6,83.66
47,85,2,59.73
81,68,6,86.33
74,43,6,71.41
80,55,1,58.71
80,35,1,50.86
96,57,5,79.79
66,91,8,97.2
40,36,6,56.52
46,39,5,53.63
43,54,8,68.78
89,95,8,104.55
98,76,6,92.25
84,78,5,83.52
81,85,5,85.77
62,51,5,64.84
98,100,8,110.15
67,49,6,69.8
72,46,2,54.7
87,39,4,65.65
70,98,4,85.73
44,80,7,78.85
60,74,6,74.85
49,64,5,66.88
80,37,2,54.73
44,47,5,54.82
40,63,1,47.56
86,88,1,71.67
94,87,6,95.89
80,52,5,75.11
63,90,6,86.26
96,45,1,57.78
62,96,1,66.48
72,99,5,88.91
65,72,1,59.28
50,94,7,84.23
95,97,5,96.14
57,89,5,80.89
59,83,8,87.74
54,68,5,68.35
79,54,8,86.81
46,88,7,80.37
62,92,5,81.84
63,73,8,88.34
55,88,2,67.86
100,65,6,92.21
57,84,8,87.12
85,55,5,78.24
56,56,6,70.04
72,44,5,65.95
67,45,8,77.8
79,42,2,54.28
68,87,7,89.56
56,56,7,75.37
96,82,6,96.71
54,52,6,65.74
81,46,1,53.09
40,55,3,52.11
58,42,1,43.52
88,78,5,86.49
83,53,7,80.14
74,62,7,83.45
45,40,2,39.11
71,35,3,52.85
64,73,3,66.61
64,90,8,92.52
68,81,2,64.73
86,53,7,82.9
47,47,1,42.12
46,86,8,83.22
57,93,2,66.11
63,54,2,53.07
50,100,4,73.86
76,62,7,84.9
46,44,6,59.84
81,66,8,88.85
43,63,7,70.9
59,35,7,64.56
89,88,6,94.25
61,42,6,62.25
95,60,7,91.59
50,81,4,67.71
76,51,5,72.59
45,61,2,53.1
88,42,4,68.95
94,58,5,81.01
75,71,7,89.1
98,85,3,83.16
41,97,6,80.34
54,43,2,48.53
79,81,7,89.42
84,59,8,89.19
43,95,3,66.54
70,100,2,74.58
60,82,6,82.47
40,63,6,62.96
95,48,6,79.71
52,54,5,63.41
67,66,2,62.09
50,61,2,52.72
98,100,2,88.22
91,90,6,96.13
53,46,5,59.14
57,87,8,87.15
72,88,7,94.21
63,91,5,81.7
98,88,8,109.26
67,93,2,72.17
79,62,1,62.3
54,96,2,67.81
62,97,1,66.42
60,35,3,49.61
96,40,6,77.32
69,60,2,57.23
98,42,4,69.55
53,54,2,53.75
89,57,1,59.43
68,72,7,85.8
99,81,1,74.76
55,59,6,67.98
53,94,7,86.63
98,85,4,89.3
88,84,6,89.86
57,47,2,48.91
58,67,2,59.74
100,72,3,81.54
78,68,6,80.12
43,47,2,42.87
63,37,1,43.32
94,55,3,73.6
68,70,5,72.73
68,69,2,60.08
90,61,6,81.56
78,80,6,85.17
99,54,1,62.86
53,83,7,81.62
75,62,2,65.29
99,40,4,74.58
74,74,8,91.33
47,47,8,67.92
68,99,8,101.27
66,85,1,62.34
62,83,8,89.01
89,35,3,59.82
64,76,1,61.23
45,82,8,81.17
97,46,1,58.67
90,91,2,79.09
63,69,8,85.53
97,85,1,75.91
72,79,3,71.17
93,53,4,76.1
83,53,4,68.02
55,68,4,66.88
100,81,4,86.5
94,96,2,86.89
52,83,5,71.72
67,39,3,55.73
83,79,7,91.87
96,100,7,107.35
96,47,8,87.74
61,79,5,74.64
87,40,5,70.36
78,72,1,63.51
66,55,6,69.8
41,45,4,49.97
52,62,3,54.6
64,45,2,52.64
83,85,2,77.06
99,42,7,84.66
70,83,5,81.16
62,61,6,73.58
73,77,6,83.62
79,41,7,76.11
73,45,4,63.18
67,65,4,69.56
45,54,5,61.07
85,79,7,94.13
90,82,6,89.91
56,88,1,62.5
62,95,4,75.91
86,92,6,95.16
97,50,1,60.81
57,91,1,64.16
93,70,6,91.52
89,65,7,90.96
56,100,7,91.55
70,84,3,72.22
87,96,2,79.81
42,93,1,56.94
95,71,8,95.95
84,63,6,85.75
87,87,4,87.86
48,53,7,66.7
58,86,5,75.8
81,52,6,76.98
100,97,4,96.24
64,39,4,57.77
72,54,3,62.17
95,65,5,86.13
86,90,8,99.59
94,96,3,89.06
79,35,1,52.23
97,39,5,72.87
100,78,4,89.07
52,88,2,65.39
87,62,4,77.37
48,99,6,84.44
59,45,5,64.39
43,96,7,80.92
86,52,1,57.52
97,66,3,77.03
47,85,2,63.7
97,45,6,79.56
50,97,4,75.4
66,37,5,63.21
85,61,1,62.32
95,44,2,61.62
69,74,1,62.19
79,47,8,82.1
44,71,4,62.85
90,48,4,70.57
94,48,5,77.3
73,68,3,66.25
92,40,6,78.72
87,95,7,99.43
51,86,5,76.72
43,89,6,79.41
92,97,2,84.8
42,70,3,57.37
47,94,5,76.59
52,94,4,74.78
64,87,2,70.99
92,72,5,84.3
42,96,5,75.81
64,60,6,71.95
47,77,6,74.34
40,48,7,65.86
92,98,3,85.11
97,77,6,95.37
83,77,1,70.11
57,95,2,67.73
82,65,6,85.37
78,87,7,92.46
60,89,8,89.08
65,52,7,71.89
89,64,5,84.02
93,68,5,82.15
90,48,2,64.53
50,88,3,68.79
47,65,7,74.78
49,45,1,43.61
100,70,2,77.91
79,100,2,80.99
57,53,3,57.25
84,55,8,90.23
71,71,6,80.4
56,59,5,64.46
55,92,1,61.97
42,78,7,76.93
68,39,5,64.58
50,65,2,52.94
65,41,4,59.51
100,60,7,89.1
90,51,2,62.98
43,54,4,53.91
54,86,7,85.42
64,89,5,80.82
74,65,3,64.61
80,86,2,72.15
62,77,3,67.67
72,80,2,68.19
47,49,4,52.35
45,79,4,65.25
48,85,8,82.32
47,66,2,55.18
46,81,6,72.29
88,62,6,85.38
63,80,3,67.01
87,87,4,85.19
61,59,5,65.28
53,69,5,70.43
95,66,7,90.95
57,63,5,69.19
63,67,4,66.3
66,93,7,94.29
53,93,6,79.47
70,48,4,61.51
89,38,6,77.36
43,87,2,58.11
44,74,3,58.44
95,66,2,73.78
46,69,3,55.94
82,81,7,92.93
51,97,5,81.31
67,85,1,66.34
68,41,6,70.45
50,64,4,61.38
49,39,6,59.24
81,83,7,93.35
69,81,1,64.8
64,71,3,64.83
50,53,7,70.39
99,77,6,93.26
55,55,2,53.8
44,93,5,76.98
70,82,7,88.5
94,53,2,64.39
72,59,1,54.91
41,46,3,48.76
68,80,3,69.83
78,59,1,60.74
90,36,5,68.61
67,92,6,90.55
50,66,3,60.52
95,84,4,89.07
53,73,5,70.61
69,89,6,87.69
81,73,7,89.79
54,56,6,70.51
89,60,7,90.37
91,86,1,76.29
45,48,2,46.32
75,83,8,96.14
84,49,6,75.31
65,99,4,81.87
88,64,4,76.38
94,99,7,107.28
70,98,1,71.58
82,87,1,73.46
40,47,4,52.71
42,55,3,49.02
89,72,7,92.9
42,75,4,63.18
99,61,7,91.61
95,81,8,102.96
51,86,2,63.55
98,66,1,71.9
69,91,5,85.75
76,73,1,65.45
87,37,3,59.9
81,59,3,67.3
65,93,4,79.36
40,90,1,57.66
92,78,1,72.96
94,41,4,72.86
46,89,2,63.85
92,87,1,74.52
48,53,4,57.73
75,41,3,56.74
50,49,1,46.25
90,83,5,90.01
45,75,7,74.54
48,61,5,64.12
60,79,3,65.17
62,85,6,81.72
57,36,8,71.94
82,87,3,81.67
41,68,2,49.1
58,84,5,76.33
91,50,6,81.49
65,42,3,57.54
69,47,4,61.1
79,65,6,82.26
79,70,5,82.49
91,62,5,78.6
62,36,5,60.28
75,96,6,94.03
70,42,5,62.77
40,57,1,41.45
88,44,7,80.2
83,40,8,79.84
61,83,3,68.32
71,98,2,77.69
58,36,2,42.84
71,91,1,71.55
65,48,2,52.53
45,67,4,61.84
83,51,2,60.95
69,44,6,67.45
58,56,1,52.14
66,84,3,74.17
97,44,2,66.46
53,95,6,81.21
80,75,7,90.98
78,83,1,67.73
81,38,5,65.95
93,74,2,75.62
83,98,4,89.9
51,85,3,66.29
62,44,7,70.54
99,59,1,65.74
96,69,4,82.64
62,71,8,88.14
85,63,1,62.97
71,93,1,70.41
50,75,7,76.52
52,77,8,84.81
88,69,3,76.46
57,57,5,64.23
49,37,8,68.87
97,98,7,105.68
68,55,1,53.54
83,88,3,81.65
63,67,2,61.4
72,91,2,75.5
52,60,6,67.49
40,57,4,52.8
68,57,1,52.27
48,55,7,68.62
84,78,3,75.9
60,73,8,85.21
73,85,7,88.72
55,41,5,56.71
74,36,2,49.06
40,40,1,35.49
74,67,8,90.1
80,99,2,81.42
79,38,3,58.11
90,63,3,74.39
79,55,6,80.43
81,81,2,71.19
65,53,6,72.57
68,40,8,75.0
85,62,4,75.98
87,70,1,69.06
91,57,1,61.65
48,64,6,69.06
55,78,4,70.43
67,71,1,62.13
40,96,7,80.14
87,95,7,102.5
95,86,3,84.26
55,41,5,57.28
40,84,7,76.12
51,67,2,55.14
57,87,2,67.2
97,87,2,81.83
51,89,6,81.31
71,95,4,80.32
61,50,8,78.01
81,84,7,95.36
65,67,6,74.49
45,63,3,53.18
63,62,6,73.71
88,71,1,66.55
83,97,1,74.6
65,35,7,66.92
64,69,5,72.33
91,85,5,92.06
88,77,4,82.4
88,82,5,86.51
80,94,2,76.51
78,42,1,51.69
52,45,2,43.84
74,88,7,92.84
84,77,4,80.42
51,80,1,57.69
50,79,6,75.8
86,90,4,86.82
48,59,7,72.91
45,96,6,79.55
73,58,1,54.32
51,71,2,59.78
83,66,2,66.1
78,63,8,89.02
84,62,4,72.8
48,88,4,70.13
99,68,1,72.44
84,48,7,78.65
86,39,7,78.69
94,97,6,100.12
42,80,6,74.51
66,56,3,57.82
78,73,7,91.28
48,83,2,59.26
43,44,3,46.85
87,67,5,82.18
98,84,1,74.02
100,96,5,100.8
66,72,7,80.47
61,46,5,62.76
41,85,7,81.14
93,40,5,71.17
58,43,6,63.33
66,50,5,68.87
59,55,2,55.59
58,86,4,75.32
40,94,4,69.21
84,77,2,72.44
94,99,5,95.89
44,70,5,66.13
91,58,3,70.3
93,49,4,74.3
97,73,8,102.48
91,96,8,104.91
92,71,6,89.59
55,46,5,57.5
62,95,2,68.26
63,96,3,78.44
90,40,5,74.15
77,88,3,75.86
62,91,6,84.73
75,76,8,92.59
64,60,4,67.41
97,40,2,60.9
76,91,2,77.29
66,37,1,47.78
76,61,6,80.4
64,67,2,62.76
58,37,6,61.19
83,51,6,79.1
53,43,4,56.86
65,67,5,72.52
40,96,4,68.96
72,65,3,66.99
69,91,5,83.24
72,95,6,89.45
66,90,2,67.66
78,56,5,74.76
54,78,8,86.82
82,49,1,58.07
87,53,2,62.32
90,43,3,67.26
92,96,2,83.79
75,36,4,57.71
97,84,6,95.74
74,74,5,76.63
56,70,8,85.4
55,35,5,55.9
96,99,8,110.48
84,49,1,58.42
61,61,5,71.57
62,94,4,81.27
71,41,7,74.46
54,81,2,60.36
63,92,7,90.38
67,62,7,78.92
57,82,1,59.72
45,92,8,85.13
80,39,4,65.63
81,57,5,73.88
81,46,2,59.8
60,71,4,70.89
92,43,4,70.56
44,47,4,49.72
96,39,7,83.12
43,61,5,64.09
61,99,2,73.78
95,92,5,93.48
54,75,3,61.06
72,97,6,93.52
52,64,3,59.75
59,56,4,61.6
75,82,3,77.69
69,92,4,79.19
56,39,2,44.05
67,98,6,90.41
61,82,5,76.56
81,45,8,80.08
98,66,7,96.29
86,70,5,84.27
65,70,1,56.48
49,40,4,51.69
80,69,2,66.64
47,81,8,82.88
81,79,6,88.27
65,58,4,65.45
50,99,3,73.54
69,43,4,60.71
73,51,7,78.11
97,59,7,92.49
68,78,2,68.61
77,92,7,96.31
53,65,2,52.37
64,82,7,83.53
100,83,6,98.97
84,79,2,75.1
92,77,8,101.73
97,54,7,89.85
76,81,6,84.94
99,89,8,105.06
67,76,7,84.0
71,40,7,70.15
42,68,8,77.12
79,54,6,74.5
59,39,7,66.75
90,93,3,82.44
98,70,7,92.66
56,69,7,75.46
75,86,5,81.6
87,52,2,64.61
69,83,8,95.21
66,76,4,71.85
47,95,5,75.72
49,96,6,83.04
44,38,2,40.87
66,65,3,66.68
81,43,1,53.9
99,43,3,67.84
92,39,3,66.51
59,59,1,52.96
83,100,6,98.81
86,41,3,65.18
77,49,6,71.72
78,86,6,92.06
48,91,7,84.97
40,100,7,83.47
76,43,1,53.36
85,86,5,88.72
69,58,2,59.92
100,83,5,91.92
76,39,1,52.84
67,41,5,63.29
42,79,7,74.88
91,46,7,83.62
44,53,5,61.38
72,96,7,96.25
56,67,1,54.28
76,58,6,77.99
77,93,2,78.52
49,66,7,75.42
57,62,7,76.67
85,71,8,96.83
47,58,4,59.75
88,79,7,94.47
58,88,5,77.58
63,58,4,62.93
56,60,2,54.58
83,79,5,82.48
86,95,6,95.93
69,61,4,69.11
87,44,7,78.25
49,59,5,65.32
64,50,6,68.56
40,54,1,41.77
54,83,5,75.55
72,73,6,79.03
59,64,6,70.63
99,75,6,93.75
48,58,6,64.54
78,60,2,63.44
57,81,1,59.47
65,100,8,95.16
97,35,8,84.29
67,52,8,77.95
68,43,2,50.15
83,46,4,69.49
87,77,7,91.73
76,61,8,86.03
54,90,5,79.06
74,51,4,67.74
56,89,2,63.58
96,50,8,91.87
85,99,6,95.91
53,72,1,53.66
80,36,2,56.17
45,39,1,38.74
93,42,8,83.12
65,62,4,68.94
42,100,8,88.91
84,52,6,79.87
96,76,6,94.46
76,68,5,80.36
47,61,3,54.64
63,53,1,52.84
52,55,3,52.16
84,91,7,95.42
54,84,8,89.37
70,91,8,97.02
58,97,8,95.86
98,72,5,87.27
45,55,1,46.75
63,59,8,78.2
92,56,5,76.95
53,90,6,82.5
55,41,2,47.06
41,91,3,62.53
64,53,8,78.2
74,95,6,94.38
50,44,2,45.71
45,59,1,46.9
96,69,6,89.28
80,83,2,73.27
92,83,5,90.6
49,63,8,74.34
96,95,3,87.2
41,63,4,56.9
64,55,5,69.06
93,77,3,82.65
65,87,5,81.98
78,93,1,69.65
51,48,8,74.26
75,57,1,54.97
41,56,4,53.09
42,49,1,43.37
75,78,3,73.89
64,99,3,79.98
53,56,6,70.41
61,37,7,65.51
79,55,3,64.47
56,69,5,68.19
71,62,1,55.85
94,85,1,73.71
62,59,8,79.98
45,57,3,53.79
96,54,8,92.16
45,98,5,75.69
52,90,5,76.92
62,91,3,70.38
49,51,1,44.54
87,91,2,77.95
74,62,6,79.98
92,47,3,69.34
87,53,3,68.5
59,76,7,83.9
64,92,4,80.4
68,89,7,91.27
59,67,8,82.35
86,97,7,101.35
83,56,2,61.0
68,61,4,65.97
90,38,3,64.62
58,84,3,71.1
49,39,3,49.77
92,88,3,86.61
61,75,4,69.9
42,63,2,52.7
78,83,3,77.5
52,65,7,76.58
79,57,3,68.18
100,85,8,105.4
60,81,3,67.54
50,57,2,49.3
42,40,6,56.66
63,57,8,80.6
85,71,7,90.57
74,94,8,98.32
42,58,8,70.62
63,39,8,71.03
93,49,7,86.36
41,65,5,64.38
62,88,1,64.7
63,91,3,71.94
40,89,4,66.61
50,63,4,61.93
85,39,3,62.77
70,66,4,69.31
50,92,5,73.91
98,78,8,101.73
78,91,8,99.54
92,83,3,81.76
89,44,6,76.16
63,73,5,74.01
48,46,8,70.56
47,100,3,73.31
74,47,6,72.39
42,71,5,62.8
58,86,7,84.91
69,67,1,59.16
92,82,6,91.94
68,71,7,82.88
72,72,7,84.19
64,85,6,85.55
78,42,6,71.23
42,68,1,47.63
61,61,3,63.77
45,72,7,74.05
48,58,1,43.89
65,88,3,71.97
45,100,2,66.48
76,77,5,79.52
74,70,4,72.11
85,43,5,70.78
99,100,5,97.7
91,44,4,70.92
42,85,7,75.89
86,45,1,54.73
40,53,6,59.59
74,95,5,84.67
94,59,5,83.82
46,55,7,70.61
47,47,3,51.66
53,67,8,80.26
55,85,3,66.48
58,46,3,52.66
71,55,1,56.22
76,100,7,95.43
96,40,5,76.96
89,47,7,81.04
69,61,8,86.4
49,46,4,52.67
56,86,8,91.1
42,97,4,70.13
98,69,3,76.91
77,78,3,75.0
100,75,7,96.5
44,52,6,59.94
99,49,7,86.59
96,78,1,72.65
45,48,1,39.1
81,74,1,67.59
62,95,5,81.46
40,64,8,74.91
52,63,7,73.11
91,41,7,81.06
90,43,7,82.31
79,95,3,81.0
44,46,4,51.8
53,60,6,67.51
89,88,8,101.99
66,40,1,49.38
63,97,3,78.55
95,98,1,81.53
93,43,1,55.55
54,93,3,70.39
51,71,3,63.5
65,68,2,59.9
97,68,7,91.41
87,46,2,58.8
100,51,4,77.36
72,99,4,86.3
44,69,6,71.92
100,50,7,87.04
89,79,3,81.78
83,40,7,75.62
50,75,3,59.83
78,43,4,63.77
41,64,2,52.25
87,96,8,105.28
60,41,1,46.84
46,67,5,65.57
43,55,8,70.3
84,84,8,98.29
44,63,1,44.72
60,54,2,52.4
80,46,6,76.9
81,80,3,74.81
62,35,3,52.21
99,61,8,96.68
97,81,6,96.38
76,89,8,97.86
82,64,6,82.1
63,47,3,55.46
91,73,4,84.51
79,71,5,81.18
90,43,8,84.35
48,66,8,76.59
50,86,2,59.92
97,89,8,107.67
99,44,8,89.24
61,68,8,81.45
52,69,2,58.77
72,43,4,61.45
82,49,6,75.97
61,90,8,91.44
41,46,2,45.32
92,91,4,88.85
66,91,2,73.31
97,79,7,95.48
60,75,5,71.32
76,89,1,72.41
53,73,5,68.74
75,55,7,78.47
77,70,7,87.46
98,58,2,68.93
47,98,8,92.81
72,94,5,89.32
75,90,6,88.25
42,82,7,75.76
45,89,3,65.46
86,65,7,90.46
91,57,2,67.38
77,94,3,82.26
57,54,1,51.33
100,53,7,88.38
62,71,4,68.44
100,49,6,83.83
66,81,1,61.8
74,63,4,70.96
85,77,4,78.03
66,46,7,73.02
88,63,3,73.17
52,87,5,75.7
48,58,6,69.26
100,96,2,85.58
90,50,7,85.97
42,52,6,63.02
76,74,7,88.79
90,91,4,88.58
99,83,2,83.46
75,43,5,66.43
73,46,3,62.12
62,70,4,68.16
98,58,5,80.08
74,58,4,66.01
62,40,3,55.39
75,73,2,64.94
56,46,5,58.59
65,46,7,71.56
86,98,5,95.43
71,91,2,74.48
40,84,7,77.84
61,96,5,83.33
99,67,5,85.74
80,99,7,98.31
46,41,2,42.84
50,66,3,58.6
45,64,4,56.74
84,46,1,53.47
60,53,7,76.04
70,62,3,63.49
70,45,3,55.44
94,94,7,105.94
97,48,5,75.5
80,45,4,68.19
97,96,1,78.24
76,94,5,86.28
48,94,6,82.8
86,75,3,78.79
64,88,4,77.37
40,50,5,57.48
63,53,2,57.16
74,50,3,61.98
92,54,1,59.58
67,71,6,80.92
79,51,1,53.84
84,58,8,89.43
44,49,6,62.68
78,73,3,72.21
43,35,8,60.67
44,88,7,80.12
61,38,8,73.88
48,55,2,52.0
83,93,3,84.57
54,38,2,46.06
65,86,8,92.41
61,35,8,69.73
58,62,8,77.59
83,83,8,99.1
82,99,4,90.96
79,74,7,89.25
86,68,1,68.31
50,81,5,71.05
75,62,2,65.09
96,92,8,107.93
80,53,4,72.01
80,81,2,74.41
83,74,7,93.34
86,77,5,83.49
57,85,8,88.3
48,54,1,43.75
63,59,8,78.13
94,35,5,71.91
84,70,4,75.33
86,88,8,102.72
95,61,1,68.58
72,66,3,68.96
67,94,8,94.36
55,82,7,82.25
95,82,1,76.61
72,37,3,55.25
55,47,2,49.45
57,37,7,63.37
52,86,3,68.2
60,79,7,82.39
56,47,4,56.68
62,50,6,66.63
79,98,8,100.27
52,54,5,65.08
44,83,3,63.61
74,44,3,61.57
95,65,8,96.81
75,41,6,70.98
63,65,2,62.15
63,48,1,45.72
90,86,7,99.24
91,68,2,68.98
73,40,4,62.42
55,72,4,66.73
99,74,6,92.01
49,89,1,58.57
53,65,8,79.67
50,98,8,93.56
81,48,7,79.9
61,94,7,92.98
92,95,1,77.11
50,57,2,48.25
45,77,6,74.88
80,41,5,67.74
49,82,8,82.4
69,89,7,93.86
100,86,1,77.49
57,45,5,59.28
75,35,1,48.09
76,100,2,76.95
82,68,7,85.71
73,37,5,66.32
64,84,4,72.87
87,65,6,84.04
93,70,1,70.5
91,70,6,90.17
82,87,3,77.5
69,97,5,87.67
75,42,6,69.64
54,36,2,46.18
69,35,7,72.14
40,49,6,62.47
41,80,2,54.56
81,52,2,62.01
100,51,5,80.55
58,40,2,46.97
49,62,2,49.88
54,66,5,65.79
49,80,2,61.07
58,63,4,66.8
71,70,5,76.21
85,95,3,81.88
42,97,5,77.51
63,92,2,71.04
82,71,7,90.69
95,78,6,95.83
91,41,2,61.87
43,48,8,66.24
67,97,6,88.0
51,72,5,67.34
41,72,3,59.49
70,39,8,77.33
43,70,3,57.91
56,46,1,44.77
86,59,7,84.73
89,57,2,67.16
82,67,5,76.64
100,70,5,88.5
86,41,8,82.38
95,67,6,90.12
55,58,6,69.09
